browser,browser_version,roster_size,repetition,phase,status,final_count,unique_stable_ids,duplicate_stable_ids,exact_identity_set,receiver_rows_accepted,receiver_preparation_ms,receiver_persistence_ms,protocol_completion_latency_ms,observed_wall_time_ms,error_class,error_message
chromium,149.0.7827.55,1000,1,measurement,pass,1000,1000,0,true,1000,9.599999964237213,183.5,195,761,,
chromium,149.0.7827.55,1000,2,measurement,pass,1000,1000,0,true,1000,9.399999976158142,188.19999998807907,201,792,,
chromium,149.0.7827.55,1000,3,measurement,pass,1000,1000,0,true,1000,10.5,194.89999997615814,213,807,,
chromium,149.0.7827.55,1000,4,measurement,pass,1000,1000,0,true,1000,8.5,180.89999997615814,195,774,,
chromium,149.0.7827.55,1000,5,measurement,pass,1000,1000,0,true,1000,8.799999952316284,192.60000002384186,203,800,,
chromium,149.0.7827.55,1000,6,measurement,pass,1000,1000,0,true,1000,10.199999988079071,183.69999998807907,196,774,,
chromium,149.0.7827.55,1000,7,measurement,pass,1000,1000,0,true,1000,8,178.19999998807907,194,752,,
chromium,149.0.7827.55,1000,8,measurement,pass,1000,1000,0,true,1000,9.699999988079071,193.4000000357628,209,800,,
chromium,149.0.7827.55,1000,9,measurement,pass,1000,1000,0,true,1000,11.100000023841858,210.69999998807907,226,820,,
chromium,149.0.7827.55,1000,10,measurement,pass,1000,1000,0,true,1000,9.5,202.19999998807907,214,824,,
chromium,149.0.7827.55,1000,11,measurement,pass,1000,1000,0,true,1000,9.800000011920929,205.29999995231628,219,854,,
chromium,149.0.7827.55,1000,12,measurement,pass,1000,1000,0,true,1000,11.699999988079071,222.30000001192093,237,881,,
chromium,149.0.7827.55,1000,13,measurement,pass,1000,1000,0,true,1000,8.800000011920929,200.30000001192093,216,832,,
chromium,149.0.7827.55,1000,14,measurement,pass,1000,1000,0,true,1000,8.599999964237213,204.80000001192093,216,816,,
chromium,149.0.7827.55,1000,15,measurement,pass,1000,1000,0,true,1000,8.800000011920929,190.69999998807907,207,817,,
chromium,149.0.7827.55,1000,16,measurement,pass,1000,1000,0,true,1000,9.5,211.89999997615814,228,885,,
chromium,149.0.7827.55,1000,17,measurement,pass,1000,1000,0,true,1000,10.400000035762787,219,233,874,,
chromium,149.0.7827.55,1000,18,measurement,pass,1000,1000,0,true,1000,10.5,248.5,266,912,,
chromium,149.0.7827.55,1000,19,measurement,pass,1000,1000,0,true,1000,9.899999976158142,230.4000000357628,243,866,,
chromium,149.0.7827.55,1000,20,measurement,pass,1000,1000,0,true,1000,10.700000047683716,212.5999999642372,232,891,,
chromium,149.0.7827.55,1000,21,measurement,pass,1000,1000,0,true,1000,11.800000011920929,236.5,252,958,,
chromium,149.0.7827.55,1000,22,measurement,pass,1000,1000,0,true,1000,11.5,222.89999997615814,237,880,,
